title,authors,published,url
Talakat: Bullet Hell Generation through Constrained Map-Elites,"['Ahmed Khalifa', 'Scott Lee', 'Andy Nealen', 'Julian Togelius']",2018-06-12T19:02:19Z,https://arxiv.org/abs/1806.04718v2
Combining Model-Free Q-Ensembles and Model-Based Approaches for Informed Exploration,"['Sreecharan Sankaranarayanan', 'Raghuram Mandyam Annasamy', 'Katia Sycara', 'Carolyn Penstein Rosé']",2018-06-12T14:24:02Z,https://arxiv.org/abs/1806.04552v1
Variational Option Discovery Algorithms,"['Joshua Achiam', 'Harrison Edwards', 'Dario Amodei', 'Pieter Abbeel']",2018-07-26T18:05:45Z,https://arxiv.org/abs/1807.10299v1
Combining Restricted Boltzmann Machines with Neural Networks for Latent Truth Discovery,"['Klaus Broelemann', 'Gjergji Kasneci']",2018-07-27T15:19:31Z,https://arxiv.org/abs/1807.10680v1
Clause Vivification by Unit Propagation in CDCL SAT Solvers,"['Chu-Min Li', 'Fan Xiao', 'Mao Luo', 'Felip Manyà', 'Zhipeng Lü', 'Yu Li']",2018-07-29T14:05:55Z,https://arxiv.org/abs/1807.11061v1
ReenactGAN: Learning to Reenact Faces via Boundary Transfer,"['Wayne Wu', 'Yunxuan Zhang', 'Cheng Li', 'Chen Qian', 'Chen Change Loy']",2018-07-29T16:35:15Z,https://arxiv.org/abs/1807.11079v1
Character-Level Language Modeling with Deeper Self-Attention,"['Rami Al-Rfou', 'Dokook Choe', 'Noah Constant', 'Mandy Guo', 'Llion Jones']",2018-08-09T18:44:38Z,https://arxiv.org/abs/1808.04444v2
Weight Learning in a Probabilistic Extension of Answer Set Programs,"['Joohyung Lee', 'Yi Wang']",2018-08-14T05:16:41Z,https://arxiv.org/abs/1808.04527v2
Applying the Closed World Assumption to SUMO-based FOL Ontologies for Effective Commonsense Reasoning,"['Javier Álvez', 'Itziar Gonzalez-Dios', 'German Rigau']",2018-08-14T10:41:14Z,https://arxiv.org/abs/1808.04620v2
Different but Equal: Comparing User Collaboration with Digital Personal Assistants vs. Teams of Expert Agents,"['Claudio S. Pinhanez', 'Heloisa Candello', 'Mauro C. Pichiliani', 'Marisa Vasconcelos', 'Melina Guerra', 'Maíra G. de Bayser', 'Paulo Cavalin']",2018-08-24T14:28:04Z,https://arxiv.org/abs/1808.08157v1
Exploring Shared Structures and Hierarchies for Multiple NLP Tasks,"['Junkun Chen', 'Kaiyu Chen', 'Xinchi Chen', 'Xipeng Qiu', 'Xuanjing Huang']",2018-08-23T08:07:44Z,https://arxiv.org/abs/1808.07658v1
Improving Information Extraction from Images with Learned Semantic Models,"['Stephan Baier', 'Yunpu Ma', 'Volker Tresp']",2018-08-27T17:39:56Z,https://arxiv.org/abs/1808.08941v1
Water Disaggregation via Shape Features based Bayesian Discriminative Sparse Coding,"['Bingsheng Wang', 'Xuchao Zhang', 'Chang-Tien Lu', 'Feng Chen']",2018-08-26T16:01:11Z,https://arxiv.org/abs/1808.08951v1
Behavior Trees as a Representation for Medical Procedures,"['Blake Hannaford', 'Randall Bly', 'Ian Humphreys', 'Mark Whipple']",2018-08-27T16:56:53Z,https://arxiv.org/abs/1808.08954v1
Augmenting Bottleneck Features of Deep Neural Network Employing Motor State for Speech Recognition at Humanoid Robots,"['Moa Lee', 'Joon Hyuk Chang']",2018-08-27T06:41:47Z,https://arxiv.org/abs/1808.08702v1
"A Minesweeper Solver Using Logic Inference, CSP and Sampling","['Yimin Tang', 'Tian Jiang', 'Yanpeng Hu']",2018-10-07T14:26:11Z,https://arxiv.org/abs/1810.03151v1
Task-Embedded Control Networks for Few-Shot Imitation Learning,"['Stephen James', 'Michael Bloesch', 'Andrew J. Davison']",2018-10-08T00:57:24Z,https://arxiv.org/abs/1810.03237v1
Robustness via Retrying: Closed-Loop Robotic Manipulation with Self-Supervised Learning,"['Frederik Ebert', 'Sudeep Dasari', 'Alex X. Lee', 'Sergey Levine', 'Chelsea Finn']",2018-10-06T19:51:46Z,https://arxiv.org/abs/1810.03043v1
CSI-Net: Unified Human Body Characterization and Pose Recognition,"['Fei Wang', 'Jinsong Han', 'Shiyuan Zhang', 'Xu He', 'Dong Huang']",2018-10-07T00:51:14Z,https://arxiv.org/abs/1810.03064v2
Where Did My Optimum Go?: An Empirical Analysis of Gradient Descent Optimization in Policy Gradient Methods,"['Peter Henderson', 'Joshua Romoff', 'Joelle Pineau']",2018-10-05T05:52:49Z,https://arxiv.org/abs/1810.02525v1
Hows and Whys of Artificial Intelligence for Public Sector Decisions: Explanation and Evaluation,"['Alun Preece', 'Rob Ashelford', 'Harry Armstrong', 'Dave Braines']",2018-09-28T09:38:13Z,https://arxiv.org/abs/1810.02689v2
Human Indignity: From Legal AI Personhood to Selfish Memes,['Roman V. Yampolskiy'],2018-10-02T20:01:43Z,https://arxiv.org/abs/1810.02724v1
Episodic Curiosity through Reachability,"['Nikolay Savinov', 'Anton Raichuk', 'Raphaël Marinier', 'Damien Vincent', 'Marc Pollefeys', 'Timothy Lillicrap', 'Sylvain Gelly']",2018-10-04T15:24:06Z,https://arxiv.org/abs/1810.02274v5
Unsupervised Learning via Meta-Learning,"['Kyle Hsu', 'Sergey Levine', 'Chelsea Finn']",2018-10-04T17:29:17Z,https://arxiv.org/abs/1810.02334v6
Learning to Share and Hide Intentions using Information Regularization,"['DJ Strouse', 'Max Kleiman-Weiner', 'Josh Tenenbaum', 'Matt Botvinick', 'David Schwab']",2018-08-06T20:10:27Z,https://arxiv.org/abs/1808.02093v2
Structure Learning for Relational Logistic Regression: An Ensemble Approach,"['Nandini Ramanan', 'Gautam Kunapuli', 'Tushar Khot', 'Bahare Fatemi', 'Seyed Mehran Kazemi', 'David Poole', 'Kristian Kersting', 'Sriraam Natarajan']",2018-08-06T21:27:05Z,https://arxiv.org/abs/1808.02123v1
Decision-Making with Belief Functions: a Review,['Thierry Denoeux'],2018-08-16T01:52:46Z,https://arxiv.org/abs/1808.05322v2
On the Decision Boundary of Deep Neural Networks,"['Yu Li', 'Lizhong Ding', 'Xin Gao']",2018-08-16T09:25:50Z,https://arxiv.org/abs/1808.05385v3
Improved Language Modeling by Decoding the Past,['Siddhartha Brahma'],2018-08-14T18:44:58Z,https://arxiv.org/abs/1808.05908v4
CBinfer: Exploiting Frame-to-Frame Locality for Faster Convolutional Network Inference on Video Streams,"['Lukas Cavigelli', 'Luca Benini']",2018-08-15T15:27:29Z,https://arxiv.org/abs/1808.05488v2
Spline-Based Probability Calibration,['Brian Lucena'],2018-09-20T17:36:24Z,https://arxiv.org/abs/1809.07751v1
onlineSPARC: a Programming Environment for Answer Set Programming,"['Elias Marcopoulos', 'Yuanlin Zhang']",2018-09-21T20:38:17Z,https://arxiv.org/abs/1809.08304v1
Robotics Rights and Ethics Rules,"['Tuncay Yigit', 'Utku Kose', 'Nilgun Sengoz']",2018-09-24T13:02:09Z,https://arxiv.org/abs/1809.08885v1
Target Transfer Q-Learning and Its Convergence Analysis,"['Yue Wang', 'Qi Meng', 'Wei Cheng', 'Yuting Liug', 'Zhi-Ming Ma', 'Tie-Yan Liu']",2018-09-21T05:31:26Z,https://arxiv.org/abs/1809.08923v1
Lexical Bias In Essay Level Prediction,['Georgios Balikas'],2018-09-21T12:04:44Z,https://arxiv.org/abs/1809.08935v1
Uncertainty Aware AI ML: Why and How,"['Lance Kaplan', 'Federico Cerutti', 'Murat Sensoy', 'Alun Preece', 'Paul Sullivan']",2018-09-20T22:15:06Z,https://arxiv.org/abs/1809.07882v1
"Answering the ""why"" in Answer Set Programming - A Survey of Explanation Approaches","['Jorge Fandinno', 'Claudia Schulz']",2018-09-21T10:52:08Z,https://arxiv.org/abs/1809.08034v1
Human activity recognition based on time series analysis using U-Net,"['Yong Zhang', 'Yu Zhang', 'Zhao Zhang', 'Jie Bao', 'Yunpeng Song']",2018-09-20T07:16:33Z,https://arxiv.org/abs/1809.08113v1
Domain Adaptation for Robot Predictive Maintenance Systems,"['Arash Golibagh Mahyari', 'Thomas Locker']",2018-09-23T16:29:29Z,https://arxiv.org/abs/1809.08626v3
A Survey of Conventional and Artificial Intelligence / Learning based Resource Allocation and Interference Mitigation Schemes in D2D Enabled Networks,"['Kamran Zia', 'Nauman Javed', 'Muhammad Nadeem Sial', 'Sohail Ahmed', 'Hifsa Iram', 'Asad Amir Pirzada']",2018-09-24T04:15:37Z,https://arxiv.org/abs/1809.08748v1
Interactions as Social Practices: towards a formalization,['Frank Dignum'],2018-09-24T04:32:17Z,https://arxiv.org/abs/1809.08751v1
WiRe57 : A Fine-Grained Benchmark for Open Information Extraction,"['William Léchelle', 'Fabrizio Gotti', 'Philippe Langlais']",2018-09-24T14:19:59Z,https://arxiv.org/abs/1809.08962v2
Deep Confidence: A Computationally Efficient Framework for Calculating Reliable Errors for Deep Neural Networks,"['Isidro Cortes-Ciriano', 'Andreas Bender']",2018-09-24T17:08:08Z,https://arxiv.org/abs/1809.09060v1
Multi-robot Dubins Coverage with Autonomous Surface Vehicles,"['Nare Karapetyan', 'Jason Moulton', 'Jeremy S. Lewis', 'Alberto Quattrini Li', ""Jason M. O'Kane"", 'Ioannis Rekleitis']",2018-08-07T20:52:54Z,https://arxiv.org/abs/1808.02552v1
Self-Adaptive Systems in Organic Computing: Strategies for Self-Improvement,['Andreas Niederquell'],2018-08-08T13:56:29Z,https://arxiv.org/abs/1808.03519v1
Memristive LSTM network hardware architecture for time-series predictive modeling problem,"['Kazybek Adam', 'Kamilya Smagulova', 'Alex Pappachen James']",2018-09-10T03:35:33Z,https://arxiv.org/abs/1809.03119v1
LensKit for Python: Next-Generation Software for Recommender System Experiments,['Michael D. Ekstrand'],2018-09-10T04:15:05Z,https://arxiv.org/abs/1809.03125v4
Deep Learning Towards Mobile Applications,"['Ji Wang', 'Bokai Cao', 'Philip S. Yu', 'Lichao Sun', 'Weidong Bao', 'Xiaomin Zhu']",2018-09-10T19:28:57Z,https://arxiv.org/abs/1809.03559v1
Response Characterization for Auditing Cell Dynamics in Long Short-term Memory Networks,"['Ramin M. Hasani', 'Alexander Amini', 'Mathias Lechner', 'Felix Naser', 'Radu Grosu', 'Daniela Rus']",2018-09-11T13:27:36Z,https://arxiv.org/abs/1809.03864v1
Endowing Robots with Longer-term Autonomy by Recovering from External Disturbances in Manipulation through Grounded Anomaly Classification and Recovery Policies,"['Hongmin Wu', 'Shuangqi Luo', 'Longxin Chen', 'Shuangda Duan', 'Sakmongkon Chumkamon', 'Dong Liu', 'Yisheng Guan', 'Juan Rojas']",2018-09-11T15:37:25Z,https://arxiv.org/abs/1809.03979v1
Probabilistic Prediction of Interactive Driving Behavior via Hierarchical Inverse Reinforcement Learning,"['Liting Sun', 'Wei Zhan', 'Masayoshi Tomizuka']",2018-09-09T05:44:16Z,https://arxiv.org/abs/1809.02926v1
Attentional Multi-Reading Sarcasm Detection,"['Reza Ghaeini', 'Xiaoli Z. Fern', 'Prasad Tadepalli']",2018-09-09T22:33:20Z,https://arxiv.org/abs/1809.03051v1
Sample Complexity of Nonparametric Semi-Supervised Learning,"['Chen Dan', 'Liu Leqi', 'Bryon Aragam', 'Pradeep Ravikumar', 'Eric P. Xing']",2018-09-10T01:12:26Z,https://arxiv.org/abs/1809.03073v1
Not Just Privacy: Improving Performance of Private Deep Learning in Mobile Cloud,"['Ji Wang', 'Jianguo Zhang', 'Weidong Bao', 'Xiaomin Zhu', 'Bokai Cao', 'Philip S. Yu']",2018-09-10T16:09:58Z,https://arxiv.org/abs/1809.03428v3
Explicit Utilization of General Knowledge in Machine Reading Comprehension,"['Chao Wang', 'Hui Jiang']",2018-09-10T16:42:22Z,https://arxiv.org/abs/1809.03449v3
"Neural Generation of Diverse Questions using Answer Focus, Contextual and Linguistic Features","['Vrindavan Harrison', 'Marilyn Walker']",2018-09-07T18:47:20Z,https://arxiv.org/abs/1809.02637v2
Active Object Perceiver: Recognition-guided Policy Learning for Object Searching on Mobile Robots,"['Xin Ye', 'Zhe Lin', 'Haoxiang Li', 'Shibin Zheng', 'Yezhou Yang']",2018-07-30T05:09:27Z,https://arxiv.org/abs/1807.11174v1
Interpreting Recurrent and Attention-Based Neural Models: a Case Study on Natural Language Inference,"['Reza Ghaeini', 'Xiaoli Z. Fern', 'Prasad Tadepalli']",2018-08-12T05:42:26Z,https://arxiv.org/abs/1808.03894v1
Question-Guided Hybrid Convolution for Visual Question Answering,"['Peng Gao', 'Pan Lu', 'Hongsheng Li', 'Shuang Li', 'Yikang Li', 'Steven Hoi', 'Xiaogang Wang']",2018-08-08T05:39:00Z,https://arxiv.org/abs/1808.02632v1
Automatic Derivation Of Formulas Using Reforcement Learning,"['MinZhong Luo', 'Li Liu']",2018-08-15T02:08:23Z,https://arxiv.org/abs/1808.04946v1
Predicate learning in neural systems: Discovering latent generative structures,"['Andrea E. Martin', 'Leonidas A. A. Doumas']",2018-10-02T09:15:00Z,https://arxiv.org/abs/1810.01127v1
Time Reversal as Self-Supervision,"['Suraj Nair', 'Mohammad Babaeizadeh', 'Chelsea Finn', 'Sergey Levine', 'Vikash Kumar']",2018-10-02T09:15:58Z,https://arxiv.org/abs/1810.01128v2
"McTorch, a manifold optimization library for deep learning","['Mayank Meghwanshi', 'Pratik Jawanpuria', 'Anoop Kunchukuttan', 'Hiroyuki Kasai', 'Bamdev Mishra']",2018-10-03T16:02:20Z,https://arxiv.org/abs/1810.01811v2
Human-Centered Autonomous Vehicle Systems: Principles of Effective Shared Autonomy,['Lex Fridman'],2018-10-03T16:36:22Z,https://arxiv.org/abs/1810.01835v1
Near-Optimal Representation Learning for Hierarchical Reinforcement Learning,"['Ofir Nachum', 'Shixiang Gu', 'Honglak Lee', 'Sergey Levine']",2018-10-02T14:00:14Z,https://arxiv.org/abs/1810.01257v2
Directed-Info GAIL: Learning Hierarchical Policies from Unsegmented Demonstrations using Directed Information,"['Arjun Sharma', 'Mohit Sharma', 'Nicholas Rhinehart', 'Kris M. Kitani']",2018-09-29T18:40:13Z,https://arxiv.org/abs/1810.01266v2
Hierarchical Neural Network for Extracting Knowledgeable Snippets and Documents,"['Ganbin Zhou', 'Rongyu Cao', 'Xiang Ao', 'Ping Luo', 'Fen Lin', 'Leyu Lin', 'Qing He']",2018-08-22T05:57:13Z,https://arxiv.org/abs/1808.07228v1
DFTerNet: Towards 2-bit Dynamic Fusion Networks for Accurate Human Activity Recognition,"['Zhan Yang', 'Osolo Ian Raymond', 'ChengYuan Zhang', 'Ying Wan', 'Jun Long']",2018-07-31T02:33:34Z,https://arxiv.org/abs/1808.04228v2
Deep Multimodal Image-Repurposing Detection,"['Ekraam Sabir', 'Wael AbdAlmageed', 'Yue Wu', 'Prem Natarajan']",2018-08-20T20:47:56Z,https://arxiv.org/abs/1808.06686v1
Catastrophic Importance of Catastrophic Forgetting,['Albert Ierusalem'],2018-08-20T21:49:13Z,https://arxiv.org/abs/1808.07049v1
State-of-the-art Chinese Word Segmentation with Bi-LSTMs,"['Ji Ma', 'Kuzman Ganchev', 'David Weiss']",2018-08-20T15:19:38Z,https://arxiv.org/abs/1808.06511v2
Approximating Poker Probabilities with Deep Learning,['Brandon Da Silva'],2018-08-22T05:14:41Z,https://arxiv.org/abs/1808.07220v2
Short-term load forecasting using optimized LSTM networks based on EMD,"['Tiantian Li', 'Bo Wang', 'Min Zhou', 'Junzo Watada']",2018-08-16T08:26:25Z,https://arxiv.org/abs/1809.10108v1
Learning Navigation Behaviors End-to-End with AutoRL,"['Hao-Tien Lewis Chiang', 'Aleksandra Faust', 'Marek Fiser', 'Anthony Francis']",2018-09-26T17:09:56Z,https://arxiv.org/abs/1809.10124v2
Scaling simulation-to-real transfer by learning composable robot skills,"['Ryan Julian', 'Eric Heiden', 'Zhanpeng He', 'Hejia Zhang', 'Stefan Schaal', 'Joseph J. Lim', 'Gaurav Sukhatme', 'Karol Hausman']",2018-09-26T22:21:02Z,https://arxiv.org/abs/1809.10253v3
Underwater Caging and Capture for Autonomous Underwater Vehicles,"['Özer Özkahraman', 'Petter Ögren']",2018-09-26T09:51:20Z,https://arxiv.org/abs/1809.09876v3
A Survey of Learning Causality with Data: Problems and Methods,"['Ruocheng Guo', 'Lu Cheng', 'Jundong Li', 'P. Richard Hahn', 'Huan Liu']",2018-09-25T06:33:18Z,https://arxiv.org/abs/1809.09337v4
Co-Creative Level Design via Machine Learning,"['Matthew Guzdial', 'Nicholas Liao', 'Mark Riedl']",2018-09-25T11:56:52Z,https://arxiv.org/abs/1809.09420v1
Let CONAN tell you a story: Procedural quest generation,"['Vincent Breault', 'Sebastien Ouellet', 'Jim Davies']",2018-08-19T14:39:46Z,https://arxiv.org/abs/1808.06217v1
XL-NBT: A Cross-lingual Neural Belief Tracking Framework,"['Wenhu Chen', 'Jianshu Chen', 'Yu Su', 'Xin Wang', 'Dong Yu', 'Xifeng Yan', 'William Yang Wang']",2018-08-19T19:08:10Z,https://arxiv.org/abs/1808.06244v2
"DeFactoNLP: Fact Verification using Entity Recognition, TFIDF Vector Comparison and Decomposable Attention","['Aniketh Janardhan Reddy', 'Gil Rocha', 'Diego Esteves']",2018-09-03T09:07:17Z,https://arxiv.org/abs/1809.00509v1
Automatic Event Salience Identification,"['Zhengzhong Liu', 'Chenyan Xiong', 'Teruko Mitamura', 'Eduard Hovy']",2018-09-03T16:35:07Z,https://arxiv.org/abs/1809.00647v1
Chinese Poetry Generation with a Working Memory Model,"['Xiaoyuan Yi', 'Maosong Sun', 'Ruoyu Li', 'Zonghan Yang']",2018-09-12T08:31:20Z,https://arxiv.org/abs/1809.04306v1
Compact Optimization Algorithms with Re-sampled Inheritance,"['Giovanni Iacca', 'Fabio Caraffini']",2018-09-12T10:11:20Z,https://arxiv.org/abs/1809.04343v3
Training Deep Neural Networks with Different Datasets In-the-wild: The Emotion Recognition Paradigm,"['Dimitrios Kollias', 'Stefanos Zafeiriou']",2018-09-12T11:16:31Z,https://arxiv.org/abs/1809.04359v1
Combined Reinforcement Learning via Abstract Representations,"['Vincent François-Lavet', 'Yoshua Bengio', 'Doina Precup', 'Joelle Pineau']",2018-09-12T15:12:49Z,https://arxiv.org/abs/1809.04506v2
Coordinated Heterogeneous Distributed Perception based on Latent Space Representation,"['Timo Korthals', 'Jürgen Leitner', 'Ulrich Rückert']",2018-09-12T16:50:39Z,https://arxiv.org/abs/1809.04558v1
Zero-Shot Cross-lingual Classification Using Multilingual Neural Machine Translation,"['Akiko Eriguchi', 'Melvin Johnson', 'Orhan Firat', 'Hideto Kazawa', 'Wolfgang Macherey']",2018-09-12T21:34:03Z,https://arxiv.org/abs/1809.04686v1
Sampled Policy Gradient for Learning to Play the Game Agar.io,"['Anton Orell Wiehe', 'Nil Stolt Ansó', 'Madalina M. Drugan', 'Marco A. Wiering']",2018-09-15T20:01:06Z,https://arxiv.org/abs/1809.05763v1
Semantic Interoperability Middleware Architecture for Heterogeneous Environmental Data Sources,"['A. K. Akanbi', 'M. Masinde']",2018-09-16T14:48:45Z,https://arxiv.org/abs/1809.05890v1
On Plans With Loops and Noise,['Vaishak Belle'],2018-09-14T08:58:49Z,https://arxiv.org/abs/1809.05309v1
Reasoning about Discrete and Continuous Noisy Sensors and Effectors in Dynamical Systems,"['Vaishak Belle', 'Hector J. Levesque']",2018-09-14T09:09:04Z,https://arxiv.org/abs/1809.05314v1
Focus Group on Artificial Intelligence for Health,"['Marcel Salathé', 'Thomas Wiegand', 'Markus Wenzel']",2018-09-13T06:46:34Z,https://arxiv.org/abs/1809.04797v1
Learning to Fingerprint the Latent Structure in Question Articulation,"['Kumar Mrityunjay', 'Guntur Ravindra']",2018-09-14T06:51:01Z,https://arxiv.org/abs/1809.05275v1
Deep Compressive Autoencoder for Action Potential Compression in Large-Scale Neural Recording,"['Tong Wu', 'Wenfeng Zhao', 'Edward Keefer', 'Zhi Yang']",2018-09-14T17:48:23Z,https://arxiv.org/abs/1809.05522v2
Techniques for Interpretable Machine Learning,"['Mengnan Du', 'Ninghao Liu', 'Xia Hu']",2018-07-31T19:14:39Z,https://arxiv.org/abs/1808.00033v3
Defense Against Adversarial Attacks with Saak Transform,"['Sibo Song', 'Yueru Chen', 'Ngai-Man Cheung', 'C. -C. Jay Kuo']",2018-08-06T09:01:41Z,https://arxiv.org/abs/1808.01785v1
An Efficient Deep Reinforcement Learning Model for Urban Traffic Control,"['Yilun Lin', 'Xingyuan Dai', 'Li Li', 'Fei-Yue Wang']",2018-08-06T13:16:52Z,https://arxiv.org/abs/1808.01876v2
LISA: Explaining Recurrent Neural Network Judgments via Layer-wIse Semantic Accumulation and Example to Pattern Transformation,"['Pankaj Gupta', 'Hinrich Schütze']",2018-08-05T09:50:47Z,https://arxiv.org/abs/1808.01591v1
Double Supervised Network with Attention Mechanism for Scene Text Recognition,"['Yuting Gao', 'Zheng Huang', 'Yuchen Dai', 'Cheng Xu', 'Kai Chen', 'Jie Tuo']",2018-08-02T06:01:52Z,https://arxiv.org/abs/1808.00677v3
Adversarial Imitation via Variational Inverse Reinforcement Learning,"['Ahmed H. Qureshi', 'Byron Boots', 'Michael C. Yip']",2018-09-17T18:47:47Z,https://arxiv.org/abs/1809.06404v3
Extending Modular Semantics for Bipolar Weighted Argumentation (Technical Report),['Nico Potyka'],2018-09-19T11:54:46Z,https://arxiv.org/abs/1809.07133v2
TStarBots: Defeating the Cheating Level Builtin AI in StarCraft II in the Full Game,"['Peng Sun', 'Xinghai Sun', 'Lei Han', 'Jiechao Xiong', 'Qing Wang', 'Bo Li', 'Yang Zheng', 'Ji Liu', 'Yongsheng Liu', 'Han Liu', 'Tong Zhang']",2018-09-19T13:45:47Z,https://arxiv.org/abs/1809.07193v3
Memory Efficient Experience Replay for Streaming Learning,"['Tyler L. Hayes', 'Nathan D. Cahill', 'Christopher Kanan']",2018-09-16T18:04:33Z,https://arxiv.org/abs/1809.05922v2
Lazy Modeling of Variants of Token Swapping Problem and Multi-agent Path Finding through Combination of Satisfiability Modulo Theories and Conflict-based Search,['Pavel Surynek'],2018-09-16T21:19:35Z,https://arxiv.org/abs/1809.05959v1
In-Session Personalization for Talent Search,"['Sahin Cem Geyik', 'Vijay Dialani', 'Meng Meng', 'Ryan Smith']",2018-09-18T00:24:23Z,https://arxiv.org/abs/1809.06488v1
SCC-rFMQ Learning in Cooperative Markov Games with Continuous Actions,"['Chengwei Zhang', 'Xiaohong Li', 'Jianye Hao', 'Siqi Chen', 'Karl Tuyls', 'Zhiyong Feng', 'Wanli Xue', 'Rong Chen']",2018-09-18T10:19:35Z,https://arxiv.org/abs/1809.06625v1
Lung Cancer Concept Annotation from Spanish Clinical Narratives,"['Marjan Najafabadipour', 'Juan Manuel Tuñas', 'Alejandro Rodríguez-González', 'Ernestina Menasalvas']",2018-09-18T10:55:03Z,https://arxiv.org/abs/1809.06639v1
On the Learning Dynamics of Deep Neural Networks,"['Remi Tachet', 'Mohammad Pezeshki', 'Samira Shabanian', 'Aaron Courville', 'Yoshua Bengio']",2018-09-18T17:58:49Z,https://arxiv.org/abs/1809.06848v3
Data-Driven Clustering via Parameterized Lloyd's Families,"['Maria-Florina Balcan', 'Travis Dick', 'Colin White']",2018-09-19T02:36:25Z,https://arxiv.org/abs/1809.06987v3
Rational Neural Networks for Approximating Jump Discontinuities of Graph Convolution Operator,"['Zhiqian Chen', 'Feng Chen', 'Rongjie Lai', 'Xuchao Zhang', 'Chang-Tien Lu']",2018-08-30T00:33:28Z,https://arxiv.org/abs/1808.10073v1
Multi-Hop Knowledge Graph Reasoning with Reward Shaping,"['Xi Victoria Lin', 'Richard Socher', 'Caiming Xiong']",2018-08-31T01:55:09Z,https://arxiv.org/abs/1808.10568v2
What Makes Reading Comprehension Questions Easier?,"['Saku Sugawara', 'Kentaro Inui', 'Satoshi Sekine', 'Akiko Aizawa']",2018-08-28T16:17:43Z,https://arxiv.org/abs/1808.09384v1
A Particle Filter based Multi-Objective Optimization Algorithm: PFOPS,"['Bin Liu', 'Yaochu Jin']",2018-08-28T08:30:12Z,https://arxiv.org/abs/1808.09446v4
Investigating Human + Machine Complementarity for Recidivism Predictions,"['Sarah Tan', 'Julius Adebayo', 'Kori Inkpen', 'Ece Kamar']",2018-08-28T05:28:35Z,https://arxiv.org/abs/1808.09123v2
A novel active learning framework for classification: using weighted rank aggregation to achieve multiple query criteria,"['Yu Zhao', 'Zhenhui Shi', 'Jingyang Zhang', 'Dong Chen', 'Lixu Gu']",2018-09-27T15:12:54Z,https://arxiv.org/abs/1809.10565v1
Generative replay with feedback connections as a general strategy for continual learning,"['Gido M. van de Ven', 'Andreas S. Tolias']",2018-09-27T16:55:58Z,https://arxiv.org/abs/1809.10635v2
An Application of ASP Theories of Intentions to Understanding Restaurant Scenarios: Insights and Narrative Corpus,"['Qinglin Zhang', 'Chris Benton', 'Daniela Inclezan']",2018-09-30T18:39:23Z,https://arxiv.org/abs/1810.00445v1
Interactive Agent Modeling by Learning to Probe,"['Tianmin Shu', 'Caiming Xiong', 'Ying Nian Wu', 'Song-Chun Zhu']",2018-10-01T02:55:07Z,https://arxiv.org/abs/1810.00510v1
A Simple Machine Learning Method for Commonsense Reasoning? A Short Commentary on Trinh & Le (2018),['Walid S. Saba'],2018-10-01T03:58:00Z,https://arxiv.org/abs/1810.00521v1
Stakeholders in Explainable AI,"['Alun Preece', 'Dan Harborne', 'Dave Braines', 'Richard Tomsett', 'Supriyo Chakraborty']",2018-09-29T10:15:18Z,https://arxiv.org/abs/1810.00184v1
Relational Forward Models for Multi-Agent Learning,"['Andrea Tacchetti', 'H. Francis Song', 'Pedro A. M. Mediano', 'Vinicius Zambaldi', 'Neil C. Rabinowitz', 'Thore Graepel', 'Matthew Botvinick', 'Peter W. Battaglia']",2018-09-28T14:10:39Z,https://arxiv.org/abs/1809.11044v1
On the Winograd Schema: Situating Language Understanding in the Data-Information-Knowledge Continuum,['Walid S. Saba'],2018-09-30T06:25:31Z,https://arxiv.org/abs/1810.00324v3
UKP-Athene: Multi-Sentence Textual Entailment for Claim Verification,"['Andreas Hanselowski', 'Hao Zhang', 'Zile Li', 'Daniil Sorokin', 'Benjamin Schiller', 'Claudia Schulz', 'Iryna Gurevych']",2018-09-03T14:06:11Z,https://arxiv.org/abs/1809.01479v5
Chinese Discourse Segmentation Using Bilingual Discourse Commonality,"['Jingfeng Yang', 'Sujian Li']",2018-08-30T00:57:09Z,https://arxiv.org/abs/1809.01497v1
GAN Lab: Understanding Complex Deep Generative Models using Interactive Visual Experimentation,"['Minsuk Kahng', 'Nikhil Thorat', 'Duen Horng Chau', 'Fernanda Viégas', 'Martin Wattenberg']",2018-09-05T15:51:50Z,https://arxiv.org/abs/1809.01587v1
Vulcan: A Monte Carlo Algorithm for Large Chance Constrained MDPs with Risk Bounding Functions,"['Benjamin J Ayton', 'Brian C Williams']",2018-09-04T19:42:22Z,https://arxiv.org/abs/1809.01220v1
Exploiting local and global performance of candidate systems for aggregation of summarization techniques,"['Parth Mehta', 'Prasenjit Majumder']",2018-09-07T08:18:01Z,https://arxiv.org/abs/1809.02343v1
On2Vec: Embedding-based Relation Prediction for Ontology Population,"['Muhao Chen', 'Yingtao Tian', 'Xuelu Chen', 'Zijun Xue', 'Carlo Zaniolo']",2018-09-07T10:00:53Z,https://arxiv.org/abs/1809.02382v1
Deep Feature Learning of Multi-Network Topology for Node Classification,"['Hansheng Xue', 'Jiajie Peng', 'Xuequn Shang']",2018-09-07T10:36:22Z,https://arxiv.org/abs/1809.02394v1
Dual Ask-Answer Network for Machine Reading Comprehension,"['Han Xiao', 'Feng Wang', 'Jianfeng Yan', 'Jingyao Zheng']",2018-09-06T13:57:03Z,https://arxiv.org/abs/1809.01997v2
